first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
David,Raya Martín,0,0,131,2970,26,33.4,481.2,0.0,6,531,51.5,15,0,1,35.8,60,GK,21.8
Kepa,Arrizabalaga Revuelta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,GK,0.0
Karl,Hein,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
Tommy,Setford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
Gabriel,dos Santos Magalhães,3,5,177,2345,19,109.2,725.4,225.0,25,607,105.8,14,0,4,44.5,71,DEF,24.9
William,Saliba,1,0,111,2254,20,169.7,474.0,76.0,9,473,71.9,11,0,1,14.5,61,DEF,18.2
Riccardo,Calafiori,1,2,93,1446,8,127.9,244.4,249.0,4,339,62.2,11,0,5,5.9,56,DEF,16.6
Jurriën,Timber,3,6,149,2452,20,402.6,499.0,352.0,9,532,125.7,13,0,5,20.2,61,DEF,24.4
Jakub,Kiwior,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,DEF,0.0
Myles,Lewis-Skelly,0,0,13,401,7,47.8,45.2,25.0,0,41,11.7,0,0,3,1.4,50,DEF,2.6
Benjamin,White,0,1,32,500,6,108.4,133.2,48.0,3,128,29.0,3,0,0,0.5,51,DEF,6.3
Brayden,Clarke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,37,DEF,0.0
Maldini,Kacurri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Josh,Nichols,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,37,DEF,0.0
Bukayo,Saka,6,8,133,1995,16,725.9,538.8,762.0,14,497,202.9,10,0,1,6.9,98,MID,13.6
Martin,Ødegaard,1,6,64,1160,13,487.5,267.8,146.0,5,265,90.0,4,0,0,1.6,78,MID,8.2
Noni,Madueke,2,1,56,987,9,276.9,202.0,320.0,6,195,79.8,6,0,0,0.8,68,MID,8.2
Gabriel,Martinelli Silva,1,4,49,937,7,158.5,170.6,337.0,1,163,66.0,2,0,2,0.9,68,MID,7.2
Leandro,Trossard,5,5,101,1727,15,478.5,424.6,440.0,9,365,134.6,8,0,1,0.8,65,MID,15.5
Declan,Rice,4,9,169,2760,25,973.5,768.0,286.0,23,734,202.9,14,0,2,25.0,72,MID,23.5
Mikel,Merino Zazón,4,3,66,996,9,187.0,304.4,237.0,5,238,72.6,4,0,1,0.8,54,MID,12.2
Fábio,Ferreira Vieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Christian,Nørgaard,0,0,6,56,1,0.4,15.8,7.0,0,19,2.4,0,0,0,0.1,51,MID,1.2
Ethan,Nwaneri,0,0,8,165,0,22.5,8.6,24.0,0,20,5.4,1,0,0,0.1,50,MID,1.6
Martín,Zubimendi Ibáñez,5,1,123,2755,24,341.1,564.0,262.0,9,556,116.9,15,0,4,3.1,50,MID,24.6
Ismeal,Kabia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Albert,Sambi Lokonga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Kai,Havertz,1,1,19,404,3,51.0,71.6,132.0,0,73,25.6,3,0,0,1.0,73,FWD,2.6
Gabriel,Fernando de Jesus,2,0,18,318,6,36.4,107.0,228.0,0,73,36.9,0,0,2,0.3,64,FWD,2.8
Eberechi,Eze,6,3,97,1603,13,262.4,345.2,374.0,8,370,97.9,8,0,1,8.1,72,MID,13.5
Cristhian,Mosquera,0,0,29,754,7,53.2,166.6,14.0,1,158,23.4,2,0,3,0.2,53,DEF,5.5
Viktor,Gyökeres,12,0,107,1984,13,214.4,440.0,658.0,13,391,130.4,10,0,5,12.5,88,FWD,12.2
Max,Dowman,1,1,12,79,1,38.4,41.2,57.0,0,43,13.7,0,0,0,1.0,42,MID,2.9
Andre,Harriman-Annous,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Piero,Hincapié,1,2,75,1589,18,169.2,405.0,59.0,6,289,63.1,4,0,2,0.8,51,DEF,14.7
Marli,Salmon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Emiliano,Martínez Romero,0,0,107,2475,32,13.2,645.4,0.0,10,462,65.8,7,0,2,4.8,51,GK,21.0
Marco,Bizot,0,0,14,495,9,0.0,118.2,0.0,0,65,11.8,1,0,2,0.4,42,GK,3.3
Joe,Gauci,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Filip,Marschall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Matty,Cash,3,2,108,2622,31,427.6,558.0,213.0,6,404,119.9,8,0,8,8.4,47,DEF,23.0
Lucas,Digne,0,6,90,1646,20,422.7,366.2,125.0,5,360,91.3,7,0,3,1.7,45,DEF,20.0
Ezri,Konsa Ngoyo,0,1,96,2765,39,104.8,553.0,122.0,3,465,78.5,9,1,0,7.8,44,DEF,21.8
Ian,Maatsen,0,1,46,1332,21,326.1,285.0,211.0,0,224,82.4,2,0,2,0.6,42,DEF,11.0
Tyrone,Mings,0,1,45,1052,18,72.5,231.0,96.0,4,152,40.0,3,0,0,0.7,43,DEF,10.5
Pau,Torres,0,1,58,1476,16,42.1,282.2,55.0,2,261,38.2,5,0,0,0.3,43,DEF,13.5
Andrés,García,0,0,4,38,2,2.7,3.2,0.0,0,7,0.6,0,0,0,0.2,39,DEF,1.0
Álex,Moreno Lopera,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,40,DEF,0.0
Lamare,Bogarde,0,0,34,797,13,54.0,109.0,14.0,4,107,17.6,2,0,5,0.5,40,DEF,8.5
Lino,da Cruz Sousa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF,0.0
Yasin,Özcan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Morgan,Rogers,9,7,152,2920,41,628.0,665.8,804.0,15,543,209.7,9,0,6,25.4,74,MID,20.5
Youri,Tielemans,0,4,57,1498,21,453.3,366.0,152.0,3,339,97.2,4,0,0,0.7,59,MID,9.7
Leon,Bailey,0,1,13,334,8,122.8,55.0,59.0,0,42,23.7,0,0,1,0.1,55,MID,2.4
Emiliano,Buendía Stati,5,2,85,1485,21,334.5,347.6,324.0,8,299,99.3,3,0,6,0.4,53,MID,16.0
Samuel,Iling-Junior,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Donyell,Malen,4,2,55,640,10,99.7,183.4,290.0,3,161,56.3,1,0,0,0.4,51,MID,10.8
John,McGinn,4,3,89,1886,24,495.3,378.8,235.0,6,370,110.7,8,0,4,0.7,53,MID,16.8
Ross,Barkley,2,1,39,535,8,115.1,163.2,131.0,3,168,41.0,1,0,0,0.1,48,MID,8.1
Enzo,Barrenechea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Lewis,Dobbin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Boubacar,Kamara,1,3,61,1410,15,241.3,325.0,75.0,7,282,64.2,5,0,5,0.2,49,MID,12.4
Amadou,Onana,2,0,75,1738,26,151.1,409.6,178.0,4,348,73.9,6,0,3,0.7,48,MID,15.6
Ben,Broggio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
Leander,Dendoncker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Jamaldeen,Jimoh-Aloba,0,0,1,8,0,0.3,0.2,0.0,0,3,0.1,0,0,0,0.1,45,MID,0.2
Kadan,Young,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,43,MID,0.0
Ollie,Watkins,11,3,127,2454,32,289.5,518.2,941.0,17,458,174.3,9,0,3,18.2,87,FWD,14.6
Zépiqueno,Redmond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD,0.0
Harvey,Elliott,0,0,5,110,2,31.7,11.8,31.0,0,17,7.4,0,0,0,0.2,51,MID,1.0
Jadon,Sancho,0,2,33,762,7,282.9,124.8,191.0,0,126,60.1,2,0,0,0.2,58,MID,5.7
James,Wright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39,GK,0.0
Douglas Luiz,Soares de Paulo,1,1,31,814,13,277.2,172.8,87.0,0,187,53.7,1,0,2,0.1,49,MID,6.3
Triston,Rowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Bradley,Burrowes,0,0,1,16,1,0.3,0.0,0.0,0,3,0.0,0,0,0,0.1,43,MID,0.2
Sam,Proctor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39,GK,0.0
Travis,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
Victor,Lindelöf,0,1,24,662,10,28.9,130.0,22.0,0,99,18.2,1,0,0,0.1,45,DEF,5.3
George,Hemmings,0,0,2,25,0,1.7,0.0,2.0,0,5,0.3,0,0,0,0.0,45,MID,0.4
Ronnie,Hollingshead,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Leon,Routh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
TJ,Carroll,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Alysson Edward Franco,da Rocha dos Santos,0,0,3,47,2,3.5,3.2,10.0,0,11,1.5,0,0,0,0.0,50,MID,0.6
Tammy,Abraham,2,0,21,209,6,47.9,87.0,132.0,2,91,26.6,0,0,0,0.2,58,FWD,3.6
Max,Weiß,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,GK,0.0
Etienne,Green,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
Václav,Hladký,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
Connor,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,DEF,0.0
Kyle,Walker,0,2,64,2735,59,200.6,453.0,24.0,3,213,68.0,4,0,9,1.1,44,DEF,14.5
Hannes,Delcroix,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Owen,Dodgson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Hjalmar,Ekdal,0,0,49,1449,31,44.5,341.8,88.0,2,147,47.5,2,0,0,0.7,38,DEF,12.9
Maxime,Estève,0,0,77,2672,64,91.6,671.6,95.0,0,243,86.0,3,0,1,6.9,39,DEF,19.7
Quilindschy,Hartman,0,6,62,1761,37,285.7,409.6,83.0,0,231,77.9,3,0,1,0.6,40,DEF,15.5
Bashir,Humphreys,0,2,44,1401,29,130.3,338.8,80.0,1,193,54.7,2,0,5,0.1,39,DEF,11.3
Jordan,Beyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Lucas,Pires Silva,0,0,20,1110,26,231.8,183.2,62.0,0,97,47.5,1,1,0,0.3,38,DEF,5.3
Shurandy,Sambo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Oliver,Sonne,1,0,13,164,4,18.1,44.8,30.0,0,20,9.2,0,0,0,0.2,38,DEF,3.4
Axel,Tuanzebe,1,0,27,931,22,9.8,225.2,52.0,0,81,28.9,1,0,1,0.9,39,DEF,6.9
Joe,Worrall,0,0,20,496,11,1.5,147.4,19.0,0,40,17.0,0,0,0,0.2,38,DEF,5.3
Jaidon,Anthony,7,3,111,2366,52,496.6,519.6,548.0,6,450,156.4,4,0,4,1.8,50,MID,22.2
Manuel,Benson Hedilazio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Jacob,Bruun Larsen,0,1,38,998,29,193.2,114.8,132.0,0,112,44.0,3,0,0,0.0,52,MID,7.3
Enock,Agyei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MID,0.0
Darko,Churlinov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Josh,Cullen,2,2,70,1513,29,218.1,342.0,98.0,8,321,66.0,3,0,2,0.8,49,MID,14.3
Marcus,Edwards,1,3,50,1043,18,255.7,173.6,218.0,2,180,64.6,1,0,0,0.1,47,MID,10.6
Hannibal,Mejbri,1,4,52,981,22,236.8,203.8,88.0,4,215,52.8,2,0,7,0.1,47,MID,11.1
Luca,Koleosho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Josh,Laurent,1,0,53,1669,39,183.8,287.2,108.0,1,228,57.2,2,1,6,0.0,48,MID,11.0
Loum,Tchaouna,1,1,42,924,17,136.6,105.4,120.0,0,141,36.4,2,0,1,0.0,48,MID,8.8
Aaron,Ramsey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,44,MID,0.0
Oluwaseun,Adewumi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jaydon,Banel,0,0,1,9,0,0.5,0.0,0.0,0,2,0.0,0,0,0,0.0,45,MID,0.2
Mike,Trésor Ndayishimiye,0,0,6,37,2,15.2,7.2,2.0,0,18,2.4,0,0,0,0.1,43,MID,1.4
Zian,Flemming,9,0,82,1436,28,133.2,387.6,470.0,8,306,98.1,3,0,3,0.3,53,FWD,15.5
Zeki,Amdouni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,FWD,0.0
Lyle,Foster,3,2,57,1340,30,147.0,219.0,256.0,4,201,61.5,4,0,4,0.8,49,FWD,11.6
Ashley,Barnes,0,0,5,35,3,0.6,0.2,9.0,0,10,1.0,0,0,1,1.3,42,FWD,1.2
Michael,Obafemi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Martin,Dúbravka,0,0,94,3060,68,0.0,940.8,0.0,7,423,94.3,4,0,1,26.7,40,GK,23.5
James,Ward-Prowse,0,1,35,998,24,359.3,194.4,15.0,0,216,56.8,2,0,1,0.2,56,MID,6.2
Lesley,Ugochukwu,3,2,88,2108,47,150.2,376.8,194.0,5,325,71.9,3,1,1,0.1,50,MID,17.6
Armando,Broja,1,1,42,829,27,68.1,101.8,205.0,2,116,37.2,1,0,0,0.1,52,FWD,8.1
Florentino Ibrain,Morris Luís,0,2,71,1822,41,195.3,358.0,45.0,0,303,60.0,2,0,6,0.0,50,MID,14.2
Oliver,Pimlott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
George,Brierley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Kian,McMahon-Brown,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Norberto,Murara Neto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Đorđe,Petrović,0,0,106,3060,52,0.0,748.4,0.0,5,436,75.0,9,0,3,4.9,46,GK,23.0
Will,Dennis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40,GK,0.0
Callan,McKenna,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
Alex,Paulsen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Illia,Zabarnyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Marcos,Senesi Barón,0,5,147,2928,51,342.2,1000.0,193.0,11,482,153.8,9,0,8,18.8,52,DEF,28.3
Adam,Smith,0,1,39,805,15,59.3,120.8,18.0,2,123,19.8,4,0,3,0.2,44,DEF,8.9
Adrien,Truffert,1,4,139,3018,49,460.2,744.2,157.0,14,500,136.2,9,0,4,3.7,47,DEF,29.6
Matai,Akinmboni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Owen,Bevan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
James,Hill,0,3,90,1742,22,128.6,494.0,109.0,2,318,73.4,6,0,3,5.8,42,DEF,21.4
Julián,Araujo Zúñiga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,38,DEF,0.0
Chris,Mepham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Julio,Soler Barreto,0,0,3,34,2,2.5,1.8,2.0,0,2,0.6,0,0,0,0.2,39,DEF,0.8
Justin,Kluivert,2,0,40,914,18,304.1,146.6,128.0,3,147,57.8,4,0,4,0.6,69,MID,5.8
Marcus,Tavernier,6,4,120,2390,42,659.0,562.2,519.0,11,467,174.2,9,0,5,3.1,54,MID,22.2
Tyler,Adams,2,2,66,1474,26,110.2,334.0,110.0,3,305,55.7,6,0,7,0.3,49,MID,13.5
David,Brooks,1,2,53,1151,19,357.9,210.6,414.0,4,196,96.8,5,0,7,0.2,50,MID,10.6
Ryan,Christie,2,1,48,916,14,182.8,219.0,220.0,2,208,62.6,3,0,3,0.1,49,MID,9.8
Lewis,Cook,0,1,38,870,18,183.3,206.0,12.0,0,184,40.4,1,1,1,0.0,49,MID,7.8
Philip,Billing,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Alex,Scott,3,2,125,2578,40,430.1,559.6,305.0,9,557,129.1,9,0,4,2.2,51,MID,24.5
Luis,Sinisterra Lucumí,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Romain,Faivre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Hamed,Traorè,0,1,4,16,2,10.0,21.2,0.0,0,12,3.1,0,0,0,0.3,45,MID,0.9
Dominic,Sadi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Zain,Silcott-Duberry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
Ben,Winterburn,0,0,1,6,2,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID,0.2
Francisco Evanilson,de Lima Barbosa,6,6,105,2460,39,369.3,333.6,769.0,6,368,146.9,9,0,2,2.4,67,FWD,15.7
Enes,Ünal,1,0,23,175,2,13.0,50.8,86.0,1,61,14.1,0,0,1,0.0,54,FWD,4.3
Daniel,Adu-Adjei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Junior,Kroupi,11,0,95,1369,20,278.7,454.4,468.0,11,415,120.1,7,0,5,5.3,46,FWD,20.7
Ben,Gannon-Doak,0,1,9,68,1,14.9,28.4,17.0,0,26,6.0,0,0,0,0.0,48,MID,1.9
Bafodé,Diakité,0,0,46,1275,27,54.3,267.0,22.0,2,164,34.4,4,0,1,0.3,41,DEF,11.2
Remy,Rees-Dottin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,MID,0.0
Amine,Adli,3,2,64,1041,17,234.6,267.2,258.0,4,238,75.4,3,0,2,0.3,54,MID,11.9
Álex,Jiménez Sánchez,1,2,68,2225,39,250.3,392.8,180.0,2,272,82.3,5,0,10,0.2,45,DEF,15.1
Veljko,Milosavljevic,0,0,19,367,6,13.9,98.4,10.0,0,63,12.2,1,0,0,0.0,44,DEF,4.3
Malcom,DaCosta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Fraser,Forster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Charlie,Stevens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Alex,Tóth,0,0,6,78,2,34.3,8.2,14.0,0,20,5.6,0,0,1,0.0,49,MID,1.2
Christos,Mandas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Rayan Vitor,Simplício Rocha,3,2,45,792,9,175.0,194.6,171.0,2,169,54.1,3,0,1,1.3,55,MID,8.2
Reiss,Nelson,0,0,8,100,2,17.8,22.0,25.0,0,23,6.0,0,0,0,0.1,48,MID,1.7
Dango,Ouattara,5,7,111,1890,28,354.2,411.2,558.0,13,358,131.7,5,0,4,2.3,59,MID,18.8
Caoimhín,Kelleher,0,0,122,2880,41,23.0,732.8,0.0,8,479,75.7,9,0,1,12.5,48,GK,25.4
Ellery,Balcombe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Matthew,Cox,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Julian,Eyestone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Hákon Rafn,Valdimarsson,0,0,1,90,3,0.0,13.0,0.0,0,1,1.3,0,0,0,1.2,38,GK,0.3
Nathan,Collins,1,2,114,2521,36,119.3,732.2,304.0,7,393,115.7,8,0,5,2.7,49,DEF,23.3
Keane,Lewis-Potter,3,2,96,1512,24,283.9,303.8,262.0,3,289,85.0,8,0,1,1.6,48,DEF,20.0
Kristoffer,Ajer,0,2,70,1624,27,58.3,358.2,161.0,1,196,57.9,5,0,3,0.2,44,DEF,15.9
Rico,Henry,0,2,52,1322,22,82.0,151.6,35.0,0,144,26.9,4,0,2,0.1,43,DEF,12.1
Michael,Kayode,1,2,104,2808,41,431.0,552.4,109.0,9,467,109.5,9,0,6,1.2,46,DEF,22.6
Ethan,Pinnock,0,0,14,318,5,1.2,88.6,33.0,2,53,12.3,1,0,1,0.1,42,DEF,3.3
Mads,Roerslev Rasmussen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Sepp,van den Berg,0,2,99,2483,38,84.2,582.0,260.0,3,369,92.8,7,0,1,1.3,46,DEF,21.5
Benjamin,Arthur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Benjamin,Fredrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Aaron,Hickey,0,0,33,588,8,16.2,82.6,42.0,0,94,13.9,2,0,1,0.3,40,DEF,8.2
Kim,Ji-soo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Jayden,Meghoma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Kevin,Schade,7,5,110,2386,28,373.9,491.0,735.0,5,354,159.5,10,1,6,1.7,70,MID,15.7
Mikkel,Damsgaard,3,4,93,1701,27,557.4,436.4,262.0,6,381,125.8,4,0,0,0.8,56,MID,16.6
Antoni,Milambo,0,0,1,45,3,1.8,4.0,0.0,0,5,0.6,0,0,0,0.0,52,MID,0.2
Fábio,Freitas Gouveia Carvalho,1,0,13,100,4,6.5,39.0,36.0,1,42,8.1,0,0,0,0.1,46,MID,2.8
Jordan,Henderson,1,3,75,1814,26,336.0,328.0,45.0,5,332,70.9,6,0,4,0.3,50,MID,15.0
Vitaly,Janelt,1,4,70,1253,16,313.6,329.0,91.0,6,300,72.5,5,0,7,0.1,49,MID,14.3
Mathias,Jensen,2,2,77,1825,25,516.3,334.6,180.0,0,379,103.1,8,0,3,0.1,49,MID,15.7
Gustavo,Nunes Fernandes Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Frank,Onyeka,0,2,12,88,2,13.6,28.4,4.0,0,41,4.6,0,0,0,0.0,48,MID,2.5
Yehor,Yarmoliuk,1,2,87,2306,36,243.7,369.8,110.0,0,376,72.2,7,0,7,0.1,50,MID,17.4
Romelle,Donovan,0,0,4,38,0,11.5,8.4,21.0,0,19,4.2,0,0,0,0.1,44,MID,0.9
Yunus Emre,Konak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Paris,Maghoma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Myles,Peart-Harris,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.0,44,MID,0.2
Ryan,Trevitt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Igor Thiago,Nascimento Rodrigues,21,1,168,2832,42,328.2,934.4,1056.0,22,675,231.6,9,0,6,35.5,74,FWD,22.7
Iwan,Morgan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,FWD,0.0
Josh,Dasilva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Kaye,Furo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Luka,Bentt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Ollie,Shield,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Joshua,Stephenson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Conor,McManus,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Riley,Owen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jason,Steele,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,GK,0.0
Bart,Verbruggen,0,0,118,3060,39,10.0,849.0,0.0,6,575,86.0,9,0,3,6.5,45,GK,26.2
Tom,McGill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Carl,Rushworth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Kjell,Scherpen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Olivier,Boscagli,0,1,38,709,7,64.9,191.2,12.0,4,163,26.9,3,0,2,0.1,42,DEF,9.0
Diego,Coppola,0,0,10,193,3,3.7,42.4,2.0,0,32,4.8,1,0,2,0.0,42,DEF,2.4
Maxim,De Cuyper,2,1,66,1173,19,331.0,242.4,132.0,6,245,70.6,4,0,2,1.5,43,DEF,15.3
Lewis,Dunk,0,1,82,2565,35,108.6,573.4,154.0,3,389,83.8,6,0,10,0.9,45,DEF,18.2
Pervis,Estupiñán Tenorio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
